,Prostate_03-138A_prednisone,Prostate_03-135C_none,Prostate_03-158F_none,Prostate_03-155C_low-fat_diet,Prostate_03-143C_none,Prostate_03-060A_none,Prostate_03-066C_none_GL3,Prostate_03-066C_none_GL4,Prostate_03-159_none,Prostate_03-021F_selenium,Prostate_02-003E_none,Prostate_03-207C_fish_oil,Prostate_04-023C_none,Prostate_03-115E_none_GL4,Prostate_03-068D_no_neoadjuvant_GL5,Prostate_03-068D_no_neoadjuvant_GL3,Prostate_03-141C_none,Prostate_02-053C_none,Prostate_04-030A_none,Prostate_03-093D_none,Prostate_03-089D_selenium,Prostate_03-184C_none,Prostate_03-152A_Vit_E,Prostate_03-029B_none,Prostate_03-015F_no_neoadjuvant,Prostate_03-119D_none,Prostate_03-140B_fish_oil,Prostate_03-115E_none_GL5,Prostate_03-116C_none,Prostate_03-063A_none,Prostate_03-055H_Vit_E
G102001_AL442093_SP1,-0.382,-0.032,-0.64999998,-0.18700001,-0.43099999,-0.156,-0.176,-0.13,-0.034,0.131,-0.99599999,0.45899999,-0.099,-0.454,-0.322,0.035,-0.007,0.044,0.006,-0.192,-0.161,-0.294,-0.55800003,0.065,-0.26800001,0.081,-0.588,-0.69,0.082,0.09,0.109
G102002_BI223172_SLC4A5,0.038,-0.75099999,-1.83700001,-0.81199998,-1.36699998,-0.132,0.167,-0.102,-1.49300003,-0.066,-2.3440001,-0.164,0.36300001,-1.33800006,-0.67900002,0.15000001,-0.83499998,0.33700001,-0.19,-0.212,-0.29899999,-0.53799999,-1.04200006,0.063,-0.542,0.027,-1.11000001,-2.09899998,0.33000001,0.76899999,-0.84500003
G102003_CD516790_WTAP,0.44299999,0.57599998,0.074,0.708,-0.634,-0.41299999,0.39899999,0.53100002,1.51800001,0.704,1.10399997,0.81699997,0.27900001,-0.104,0.226,-0.22400001,1.79299998,0.70899999,0.022,0.40200001,0.107,-0.83099997,0.67299998,-0.154,0.80199999,0.26800001,-0.46599999,0.85000002,0.50999999,0.54900002,0.454
G102004_CA430504_C16orf34,0.71700001,0.028,1.56500006,0.79699999,-0.58899999,0.34299999,0.259,0.49700001,0.008,0.30199999,1.17900002,-0.33000001,-0.37099999,0.98000002,1.551,0.042,-0.273,-0.081,0.16500001,-0.60299999,-0.336,0.134,1.31400001,0.486,1.17499995,0.259,-0.292,0.056,-0.91299999,0.133,0.294
G102005_BC036198_0,-0.153,-0.68800002,-1.68799996,-0.93599999,-1.39600003,-0.124,0.37,-0.055,-1.93700004,-1.06799996,-2.34299994,-0.99199998,0.177,-1.19500005,-0.50700003,0.23899999,-0.991,0.222,0.21600001,0.103,-0.68900001,-0.63700002,-1.28299999,-0.044,-0.83399999,-0.019,-0.60500002,-2.81299996,-0.212,0.85399997,-1.21800005
G102006_CR975335_NCL,0.062,0.495,0.78799999,0.146,0.588,0.087,-0.50599998,0.069,0.29800001,0.12,-0.308,0.21699999,0.19499999,0.27500001,0.006,-0.008,0.13500001,-0.062,0.126,-0.041,-0.208,-0.175,0.653,0.722,0.25999999,0.169,0.79000002,-0.40400001,-0.035,-0.60000002,0.049
G102007_CN421405_FLJ38101,-0.177,-0.90700001,-2.20000005,-0.96600002,-1.47399998,-0.19599999,0.31099999,-0.156,-2.296,-1.13800001,-4.06599998,-0.79900002,0.223,-1.63100004,-0.88200003,0.148,-1.25100005,0.17399999,0.067,-0.002,-0.82300001,-0.52700001,-1.15799999,-0.067,-1.00300002,-0.105,-0.69199997,-2.98300004,-0.45500001,0.449,-1.35699999
G102008_BQ952341_KLK2,-1.69200003,-0.708,-1.597,0.49399999,-0.97399998,0.07,1.02699995,0.077,-1.61899996,-0.27000001,-4.02600002,-0.375,-0.94199997,0.308,-0.36700001,-0.12800001,-0.94099998,2.25,-0.61400002,-0.35499999,0.34,-0.32800001,1.58599997,0.2,-0.34400001,0.368,-1.37600005,-1.64199996,-1.76699996,-0.72299999,0.28999999
G102009_AK027019_MGC45731,0.46900001,-0.58099997,1.33800006,-0.012,-0.52700001,0.78100002,0.32300001,0.49399999,0.56300002,-0.31200001,2.13899994,0.56699997,0.42199999,-0.66000003,1.70500004,0.498,1.07299995,0.98000002,-0.04,1.16400003,0.115,0.105,1.38,0.50800002,1.50999999,0.44600001,0.24600001,-0.87599999,-0.62699997,0.60100001,0.259
G102010_CR599421_M17S2,-0.31799999,-0.23999999,-0.099,-0.102,-0.099,-0.19,0.018,-0.03,-0.32699999,-0.484,0.044,-0.51800001,-0.47600001,-0.30399999,-0.46000001,-1.21300006,-0.39300001,-0.47999999,-0.96899998,-0.89899999,-0.23899999,-0.345,-0.264,0.199,-0.028,-0.31099999,-0.132,-0.486,-1.046,-0.57599998,0.078
G102011_AK056200_DCP1B,0.228,0.036,0.31099999,0.219,-0.199,-0.197,-0.59100002,0.071,0.90600002,0.257,-0.161,0.39899999,-0.006,-0.35100001,0.31200001,0.315,0.41999999,0.029,0.061,1.11699998,0.011,-0.54299998,0.189,0.23199999,0.34200001,-0.22400001,0.78299999,0.292,0.16500001,-0.175,-0.039
G102012_BC022898_COMMD3,0.25400001,0.54100001,-0.66600001,-0.46799999,-0.83999997,-0.32699999,-0.509,-0.14,0.48500001,-0.59200001,1.82299995,0.114,0.56699997,-0.778,0.32699999,0.007,0.49599999,0.32300001,-0.116,-0.14,0.255,0.049,0.233,0.248,0.15899999,-0.105,-0.69800001,-0.079,0.26800001,-0.138,0
G102013_CR622780_RFXANK,0.398,-0.336,0.219,0.098,0.06,0.033,0.192,-0.178,-0.199,-0.21600001,0.145,-0.35299999,-0.53600001,0.33199999,0.34099999,0.315,0.119,-0.124,-1.61300004,0.301,-0.05,-0.54799998,-0.089,0.095,0.375,-0.154,0.92400002,-0.292,0.124,0.86900002,-0.131
G102014_AK096496_BRMS1L,-0.221,0.34400001,0.43599999,-0.214,-0.062,0.1,-0.375,-0.28299999,0.465,0.23199999,1.33599997,0.24699999,0.018,0.101,-0.34,-0.30599999,-0.44800001,-0.52200001,-0.222,-0.384,0.073,0.59200001,0.30199999,-0.25400001,-0.303,-0.27900001,-0.67699999,0.85299999,0.09,-0.91100001,0.101
G102015_AA557376_EGLN2,-0.25999999,0.28099999,-0.88800001,-0.026,-0.54799998,-0.368,-0.43200001,0.054,-0.64499998,-0.72899997,0.089,-0.63700002,-0.04,-0.075,-1.15900004,-0.031,-0.78600001,-0.099,0.153,-0.043,-0.18700001,-0.338,0.259,0.092,-0.23100001,-0.051,-0.333,-0.18099999,0.48699999,0.062,-0.403
G102016_CR598938_PSMA1,-0.067,0.51999998,0.077,0.65600002,-0.139,0,-0.17399999,0.066,0.77600002,0.211,1.07299995,1.15100002,0.347,-0.134,-0.082,-0.278,0.89999998,-0.002,-0.37799999,0.116,0.53600001,0.324,1.07099998,-0.161,0.228,0.377,-0.454,0.91799998,-0.296,-0.45199999,0.60399997
G102017_BM903977_HNRPR,0.28200001,0.38999999,0.84100002,0.091,0.199,-0.15099999,-0.164,-0.116,0.58200002,0.33000001,0.34599999,0.93400002,0.114,-0.64499998,0.43799999,-0.051,0.64099997,-0.56099999,-0.52600002,-0.505,0.236,0.26499999,0.801,-0.13500001,0.219,0.073,-0.17900001,0.032,0.121,-0.38800001,0.25299999
G102018_CX786875_SS18,-0.228,-0.75099999,-1.28799999,-0.82700002,-1.329,-0.20900001,0.38100001,-0.082,-1.79999995,-0.86900002,-3.30999994,-0.92199999,0.479,-1.39600003,-0.98699999,-0.008,-0.903,-0.02,-0.004,-0.01,-0.51200002,-0.51099998,-1.23399997,0.064,-0.81099999,-0.15099999,-0.25999999,-2.80699992,-0.26699999,0.81300002,-1.24199998
G102019_CR623601_SEC61A1,-0.185,0.36399999,-0.97600001,0.63999999,-0.207,0.035,0.458,0.40000001,-0.40599999,-0.053,0.60900003,-0.29499999,0.252,0.67299998,-0.60000002,0.13500001,0.212,-0.047,-0.414,0.80699998,0.177,-0.29899999,-0.083,0.124,0.2,0.036,0.52999997,0.034,-0.70999998,0.26499999,-0.053
G102020_CR975871_XRN2,-0.015,0.28099999,-0.069,0.074,-0.091,0.168,-0.167,-0.207,0.62099999,0.31200001,-0.68300003,0.161,0.205,-0.18000001,-0.13500001,-0.38600001,0.67199999,0.219,-0.48899999,0.12899999,0.215,-0.133,0.03,-0.29300001,-0.123,0.206,-0.098,0.41100001,-0.029,-0.27599999,-0.16599999
G102022_BC037971_MYCBP2,-0.574,-0.94199997,-0.50300002,-0.308,-0.94700003,-0.024,-0.097,-0.64600003,-1.09200001,-1.29999995,-0.11,-1.28299999,-0.54799998,-0.49700001,-1.43900001,-0.391,-0.89399999,-0.99199998,-0.034,0.019,-0.83099997,-0.42199999,-0.73400003,-0.44999999,-0.59399998,-0.67699999,0.54000002,-0.243,-1.04400003,-1.75300002,0.237
G102023_AY424279_ADIPOR1,-0.227,0.52899998,-0.085,0.51800001,-1.02199996,-0.087,-0.38,0.338,0.72799999,-0.514,0.31099999,-0.096,0.098,-0.289,0.34,0.32300001,0.44800001,-0.41100001,-0.36000001,0.45100001,0.461,0.046,0.514,0.14300001,0.727,0.25,-0.221,0.142,0.43000001,-0.222,0.125
G102024_BC021215_FLJ11193,0.18099999,-0.156,-0.214,-0.107,-0.76899999,0.054,0.417,0.045,0.066,-0.199,-0.28400001,0.039,0.29300001,-0.611,0.20299999,0.23899999,0.15800001,0.114,-0.285,0.073,0.51700002,0.39399999,-0.058,-0.131,-0.033,-0.105,-0.228,-1.04200006,-0.032,-0.044,0.20999999
G102025_BG755118_RPL13,0.22499999,0.278,-1.17799997,-1.10800004,-1.29299998,-0.008,-0.685,-0.183,0.24699999,0.28999999,-0.71700001,-0.31099999,-0.59600002,-0.51599997,-0.85399997,0.75300002,0.205,-0.68900001,0.90700001,-0.62900001,-0.99599999,-0.73199999,-0.93199998,0.796,0.80699998,0.183,0.37799999,-0.79299998,0.30599999,1.92299998,-0.315
G102026_BC054509_LOC388152,-0.117,-1.079,-1.37100005,-0.63999999,-2.01600003,-0.242,0.64700001,-0.073,-1.48800004,-0.94599998,-2.56399989,-0.78600001,0.243,-1.23899996,-0.54799998,0.105,-1.28900003,0.62599999,-0.011,-0.442,-1.67499995,-1.06599998,-1.09000003,-0.104,-1.25,0.161,-1.59200001,-2.44899988,-0.58399999,0.69499999,-1.01300001
G102027_AK054998_PLEKHB2,0.17399999,0.90600002,0.074,0.211,-0.033,0.40799999,0.25299999,0.426,-0.075,0.192,0.80199999,0.064,-0.48300001,-0.236,0.015,-0.391,-1.54700005,-0.51200002,-0.456,-0.667,1.36399996,0.36199999,0.303,-0.212,0.14,-0.03,-0.898,-0.211,-0.206,-0.65899998,-0.013
G102029_CD106606_DGKQ,0.29499999,0.17399999,0.26699999,-0.04,-0.005,-0.052,0.21699999,0.54500002,0.345,0.109,-0.227,-0.041,-0.57300001,0.454,0.70200002,-0.228,-0.28099999,0.65600002,-0.018,0.37400001,0.27399999,-0.161,0.132,0.092,0.142,0.233,0.059,-0.117,-0.208,-0.34400001,0.574
G102030_BC067798_FLJ21439,0.51899999,-0.042,-0.2,0.003,-0.61699998,0.23199999,-0.086,0.127,-0.30899999,0.15099999,1.153,0.43799999,0.034,-0.53799999,-0.61000001,0.12,-0.53200001,0.755,-0.65799999,-0.273,0.64399999,-0.19,-0.31900001,0.20200001,-0.27000001,0.35100001,-0.64099997,0.266,0.122,-0.486,-0.384
G102031_CR616387_MORF4L1,-0.182,0.27000001,0.94,0.164,0.95099998,0.22,-0.75199997,-0.315,-0.52399999,0.081,-0.48500001,-0.42500001,0.063,0.13500001,-0.65899998,-0.37,-0.63599998,-1.17900002,0.071,-1.01499999,0.405,0.66900003,0.26699999,-0.34,0.115,-0.001,-0.087,0.50599998,0.07,-0.74699998,-0.551
G102032_AK127982_0,0.42899999,-0.79299998,-1.71700001,-0.73699999,-1.61500001,-0.178,0.68800002,-0.034,-1.13100004,0.361,-1.72300005,-1.07500005,0.375,-1.15600002,-0.43399999,0.74199998,-0.36300001,0.49200001,0.17,0.36700001,-0.528,-0.34400001,-0.93800002,-0.066,-0.84899998,0.322,-0.89099997,-1.88600004,-0.054,0.60299999,-0.154
G102033_BM687677_LETMD1,-0.28400001,-0.97799999,-2.15300012,-0.98100001,-1.56799996,-0.228,0.405,-0.028,-2.15199995,-1.21000004,-4.46899986,-0.917,0.65200001,-1.53100002,-0.66900003,0.30199999,-1.11000001,0.22400001,0.142,0.025,-0.75999999,-0.79400003,-1.23000002,-0.084,-1.15600002,-0.035,-0.875,-3.12599993,-0.057,1.10699999,-1.42700005
G102034_AL137474_0,0.33899999,-0.55900002,1.16299999,0.14300001,0.85299999,0.072,0.37900001,-0.234,-1.23699999,0.25999999,0.49399999,-0.56199998,0.048,-0.038,-0.29300001,-0.37599999,0.366,-1.04499996,0.033,0.054,0.113,0.54500002,-0.57099998,0.176,0.47,-0.461,1.02999997,-0.204,-0.824,0.52200001,-0.49700001
G102035_BC034398_L3MBTL,-0.111,-0.71200001,-0.95499998,-0.21699999,-0.91799998,-0.056,0.36300001,0.168,-0.639,-0.032,1.59200001,-0.44999999,0.161,-0.458,-0.098,0.57499999,-0.171,0.396,0.093,0.38699999,0.03,-0.25299999,-0.78100002,-0.22400001,-1.08299994,-0.024,-0.396,-0.745,-0.014,-0.025,-0.138
G102036_BC009717_LOC55954,0.60900003,-0.39899999,1.028,0.223,0.917,0.133,0.131,-0.101,-0.41600001,0.55299997,-0.062,0.152,0.147,0.84399998,-0.43000001,0.019,0.787,-0.60299999,0.37,0.35100001,-0.065,0.68300003,-0.005,0.079,0.69599998,-0.354,1.03199995,0.46599999,0.78100002,0.85799998,0.64399999
G102037_BQ334393_PTPN18,0.47400001,-0.73699999,0.91000003,0.003,0.75,0.042,0.40799999,-0.171,-1.28900003,-0.43200001,0.131,-0.583,-0.059,0.02,-1.26499999,-0.41600001,0.112,-1.58599997,1.296,0.243,-1.14100003,0.44499999,-0.58099997,0.029,0.25,-0.63499999,0.97000003,-0.287,-0.85000002,0.47600001,-0.093
G102039_BU902989_RPL34,0.55699998,-0.011,1.26600003,-0.20900001,1.25600004,-0.072,-1.199,-0.57700002,0.65499997,0.119,0.801,1.49399996,-0.89700001,0.84799999,-0.19499999,0.463,1.15699995,-0.91399997,1.11099994,-0.56800002,-0.205,0.25299999,-0.52399999,0.131,1.05900002,-0.219,1.49300003,0.61000001,1.36899996,1.16299999,0.047
G102040_CR749819_ABLIM1,-1.18599999,-1.03499997,-0.028,-1.40400004,0.008,0.003,-0.58399999,-0.82200003,-2.1559999,-1.17499995,-0.57499999,-0.69499999,-0.46200001,-1.13699996,-1.20899999,1.16799998,-2.6730001,-1.005,-2.6960001,0.20900001,-3.75600004,-0.39700001,-0.23100001,-0.55500001,0.62099999,-1.05299997,0.50700003,-1.95700002,-0.551,-0.50400001,-1.94200003
G102041_BU194044_FLJ21924,-0.352,-1.28499997,-0.80199999,-1.074,0.17399999,0.331,-0.13,0.088,-0.98699999,0.31299999,-0.161,0.47999999,0.30700001,-0.44600001,-1.73899996,1.12800002,-0.88,-0.954,-0.27200001,-1.10699999,-1.25600004,0.16599999,-0.59200001,0.046,-0.68000001,-0.127,0.20900001,-0.014,-0.81199998,-1.25100005,-0.23800001
G102042_AJ237724_SLC19A2,0.935,0.345,2.05500007,0.15000001,-0.005,-0.032,0.197,-0.119,0.29100001,0.14,0.92199999,0.183,0.97399998,0.991,-0.64600003,0.092,1.12199998,-0.852,-0.333,0.077,0.77100003,0.55599999,0.098,0.045,0.047,0.061,0.40599999,1.21599996,0.403,0.046,0.44400001
G102043_AC108675_0,0.44499999,-0.76200002,1.20700002,0.103,0.94,0.008,0.67299998,-0.29300001,-1.51300001,-0.127,0.054,-0.33399999,0.30500001,-0.006,-0.611,-0.449,0.43000001,-1.28699994,0.54799998,0.20100001,-0.167,0.91100001,-0.433,0.064,0.44100001,-0.51999998,0.99599999,-0.249,-0.034,0.82599998,0.29899999
G102044_BU676891_PSMA5,0.34999999,0.33399999,0.70899999,0.62300003,0.55699998,-0.14,0.13500001,-0.396,0.70200002,0.23999999,0.22,0.74599999,0.19599999,-0.16,0.114,-0.26800001,0.88599998,-0.43200001,-0.094,-0.062,0.33500001,0.24600001,0.27599999,0.133,0.43200001,-0.067,0.88099998,0.09,0.57300001,-0.87599999,0.241
G102045_AU121173_GTF2IP1,-0.39399999,-0.491,0.48699999,-0.55299997,0.043,0.026,-0.389,-0.215,-0.056,-0.61400002,-0.09,-0.62,-0.132,-0.222,-0.47799999,-0.59200001,-0.92400002,0.49700001,-0.65799999,-0.109,-0.296,0.123,-0.099,-0.048,-0.248,-0.162,-0.62,-1.06900001,-1.00600004,-0.52600002,-0.15099999
G102046_BQ082268_ANKRD11,-0.211,-1.02400005,-2.54099989,-0.92799997,-1.84800005,-0.20999999,0.86900002,0.024,-1.59599996,-1.06599998,-2.16400003,-1.10000002,0.368,-1.21300006,-0.64700001,0.44600001,-0.93099999,0.5,0.35299999,0.075,-0.94700003,-0.55199999,-1.39999998,-0.15899999,-1.38699996,0.042,-1.324,-2.6329999,-0.303,0.833,-1.11600006
G102047_BQ221893_RPL18,-0.152,0.25099999,-0.447,-0.023,-0.60000002,-0.25799999,-0.07,-0.54799998,0.403,0.25400001,-0.88499999,-0.062,-0.69199997,0.46700001,-0.75099999,0.391,0.20100001,0.86699998,0.324,-0.126,-0.32499999,-1.12399995,0.23899999,0.43900001,0.442,-0.20999999,0.214,-0.016,0.68199998,0.84399998,-0.205
G102048_0_0,0.382,-0.139,-0.031,0.094,-0.125,0.047,-0.004,0.061,0.56599998,0.39399999,0.85500002,-0.097,-0.259,-0.097,0.033,0.57999998,0.47999999,0.41800001,0.49399999,-0.006,0.007,-0.36899999,-0.35699999,0.037,0.214,0.073,0.204,0.176,0.85299999,1.21500003,0.018
G102049_BC000989_C14orf124,-0.322,0.36700001,0.037,-0.164,-0.038,0.089,-0.35600001,-0.36399999,-0.006,-0.28600001,0.77499998,0.17399999,0.48100001,0.995,0.57200003,0.43900001,-0.013,-0.41,0.44999999,-0.041,-0.62699997,-0.57499999,-0.27399999,0.20999999,-0.141,-0.013,0.69499999,-0.27000001,0.133,0.103,-0.26499999
G102050_0_0,-0.317,-1.12100005,-2.0710001,-0.97799999,-1.43799996,-0.193,0.26899999,-0.095,-2.25900006,-1.16100001,-4.73999977,-0.83899999,0.40799999,-1.66600001,-0.77499998,0.13699999,-1.28799999,0.096,-0.036,-0.048,-1.03699994,-0.55599999,-1.15699995,-0.079,-1.17400002,-0.088,-0.53200001,-2.88400006,-0.27399999,0.55599999,-1.42999995
G102051_BE562951_RPL36AL,0.16599999,0.37400001,-0.58099997,0.105,-0.17399999,-0.25400001,-0.639,0.123,0.90100002,0.14300001,-0.13500001,1.40799999,-0.43000001,0.15700001,0.41100001,0.26300001,0.68599999,0.523,0.41299999,0.257,0.27399999,-0.105,-0.072,0.199,0.40700001,0.414,-0.29899999,0.176,0.27700001,0.347,0.47400001
G102052_BX103430_HDGF,0.27700001,0.168,0.182,0.16500001,0.068,0.31299999,-0.98799998,-0.75400001,0.66299999,0.71399999,-0.31600001,0.523,0.221,0.34,0.30000001,-0.18000001,0.178,-0.55299997,0.169,-0.148,-0.77899998,-0.243,0.52999997,0.20299999,0.37400001,0.21699999,-0.359,-0.34900001,-0.32300001,-0.31200001,0.026
G102053_BG748108_MPV17,-0.104,0.15899999,0.80000001,0.17,0.49200001,0.25400001,-0.211,-0.027,0.82800001,-0.55400002,-0.43000001,0.205,-0.15000001,1.31900001,0.047,-0.45500001,0.061,-0.405,0.426,-1.19099998,-0.175,0.026,0.109,-0.12899999,0.23199999,-0.152,0.73199999,0.30599999,0.198,-0.44499999,0.13600001
G102054_BP391681_BACE1,-0.35600001,0.153,-0.56300002,0.079,-0.796,-0.127,-0.43700001,-0.089,0.875,-0.078,-0.62599999,0.396,-0.412,0.011,0.24600001,0.405,0.70200002,0.51200002,0.16,0.53500003,-0.212,-0.61799997,-0.114,-0.154,0.15099999,0.184,0.142,0.097,-0.109,0.59100002,0.616
G102055_AW341575_SPATA2,0.005,0.19499999,0.206,0.23100001,0.101,0.014,0.197,0.345,0.52399999,0.053,0.86500001,0.038,0.16,-0.086,-0.19599999,-0.55900002,0.113,0.89999998,-0.653,-0.27700001,0.26699999,-0.301,0.17399999,-0.352,0.121,0.12800001,-0.40900001,0.61900002,-0.63599998,-1.16100001,0.61299998
G102056_CR611229_SLC12A2,-0.289,-0.838,-0.73100001,-0.34299999,-0.122,0.193,0.25400001,0.009,-1.37,-0.52999997,-0.68000001,-0.222,-0.081,-1.48199999,-0.57599998,1.10899997,-0.064,-0.83099997,-0.34099999,0.33199999,0.066,0.53299999,-0.542,-0.449,0.14399999,0.26800001,0.123,-2.4749999,-0.97500002,0.094,-0.208
G102057_AF110775_HSPC148,0.354,0.27700001,-0.384,0.347,0.041,-0.134,-0.34299999,0.115,0.90899998,-0.001,1.35800004,0.052,0.007,0.086,-0.1,-0.023,0.56900001,-0.59799999,0.184,0.15899999,0.16500001,0.018,-0.03,0.065,-0.1,0.39199999,-0.245,1,0.48300001,0.047,0.63700002
G102059_CD367401_CIRBP,-0.61000001,0.375,0.565,-0.33700001,0.37200001,-0.004,-1.33899999,-0.5,0.43000001,-0.148,-1.90900004,0.042,0.29100001,0.87300003,-0.44499999,-0.81,-0.51099998,-0.296,-0.044,-0.68300003,-0.121,-0.182,0.123,-0.40599999,0.76499999,-0.21699999,-0.2,-1.01699996,-0.85500002,-0.78100002,-0.565
G102060_BQ774974_SCO1,-0.056,0.154,-0.46000001,0.77899998,-0.495,-0.36199999,-0.115,-0.069,1.37699997,-0.116,-0.294,0.26499999,-0.094,-0.25799999,1.125,-0.198,0.252,1.24100006,-0.175,0.061,-0.435,-0.935,0.55199999,-0.32800001,0.15899999,0.13,-0.43900001,-0.42199999,-0.63099998,-0.21699999,1.03100002
G102061_AK127433_TXNDC7,-0.184,-0.361,0.616,0.51800001,0.72399998,0.417,-0.057,0.38600001,0.118,-0.082,0.21699999,-0.087,-0.64300001,0.26499999,0.018,0.26899999,0.34599999,-0.25999999,-0.329,0.28,0.38699999,0.211,0.87400001,-0.359,0.184,0.59399998,0.011,-0.17200001,-0.255,-0.60100001,0.33000001
G102062_0_0,0.69800001,-0.63099998,-2.06999993,0.39700001,-0.59200001,0.38999999,-0.616,0.94499999,-0.648,-0.88499999,-4.57600021,0.44800001,-1.148,1.329,1.28299999,0.161,-0.03,0.648,0.82599998,0.38999999,-0.43900001,0.57099998,0.66600001,0.11,0.505,0.60399997,0.523,0.25600001,1.43700004,3.57299995,-0.19
G102063_AL512288_0,-0.28099999,-1.028,-2.06599998,-0.91799998,-1.45000005,-0.15099999,0.19,-0.078,-2.31900001,-1.22599995,-4.77299976,-0.96100003,0.43700001,-1.65900004,-0.80400002,0.18000001,-1.11899996,0.164,0.20200001,-0.13,-0.73400003,-0.579,-1.27900004,-0.071,-1.02600002,-0.124,-0.74900001,-3.00999999,-0.17399999,1.15400004,-1.38999999
G102064_CN340796_EFHC1,-0.068,-0.28600001,-0.52700001,-0.023,-0.47099999,0.079,0.102,0.068,-0.63499999,-0.45199999,-1.12300003,-0.003,0.186,-0.611,0.081,0.20900001,0.156,1.42900002,0.046,-0.28400001,-0.61900002,-0.141,-0.847,0.014,-0.84100002,-0.16500001,-0.127,-0.45899999,-0.33199999,-0.391,0.077
G102065_CR615187_TH1L,-0.036,0.565,-1.09099996,0.154,-0.77100003,-0.191,-0.244,-0.168,1.05999994,-0.155,0.55199999,0.102,0.73900002,0.104,0.193,-0.31299999,-0.308,0.97000003,-0.43799999,-0.31,0.146,-1.02400005,0.28299999,0.30599999,-0.138,0.42300001,-0.477,0.113,-0.37799999,0.108,-0.086
G102066_CR593156_PPP3R1,0.30500001,0.537,-0.219,0.287,0.81699997,-0.102,-0.47499999,0.25299999,1.28999996,0.50999999,-0.20100001,0.94800001,-0.145,1.04499996,0.32100001,0.66100001,1.26100004,0.523,0.66299999,0.048,0.126,-0.028,-0.229,0.51700002,0.73000002,0.199,0.52999997,1.32799995,1.64100003,1.60300004,0.053
G102067_0_0,0.421,-0.662,1.06700003,0.13600001,0.796,0.002,0.31299999,-0.125,-0.96799999,-0.146,-0.233,-0.16500001,-0.039,0.264,-0.59899998,-0.308,0.52100003,-1.45799994,0.112,0.16500001,-0.25,0.73000002,-0.653,0.152,0.63700002,-0.60299999,1.051,0.212,0.01,-0.067,0.301
G102068_BM707833_BAT1,0.23999999,-0.51999998,0.115,0.221,0.045,-0.032,0.292,0.14399999,-0.72899997,-0.149,-0.90200001,-0.51499999,-0.30500001,0.123,-0.248,-0.117,0.056,-0.76899999,0.51200002,0.007,-0.74400002,-0.154,-0.80599999,0.026,0.004,-0.36700001,0.69700003,-0.52200001,-0.31299999,0.223,0.15800001
G102069_NM_006136_CAPZA2,-0.016,0.61799997,0.84200001,0.71100003,0.69099998,0.191,-0.741,-0.053,1.01999998,0.233,-1.02900004,0.583,0.375,0.62900001,0.64300001,-0.211,0.75400001,-0.67299998,-0.226,-0.011,0.833,0.96899998,0.236,-0.46799999,0.42899999,0.29300001,-0.211,1.48300004,0.191,-0.56800002,0.30399999
G102070_BC011730_RPP21,0.271,0.067,0.38299999,0.076,0.19499999,0.054,-0.219,0.15099999,0.024,-0.338,0.222,-0.20299999,-0.192,0.73400003,0.43599999,0.56699997,0.155,-0.26699999,0.40900001,0.43099999,-0.64099997,0.25099999,0.245,0.118,0.102,-0.065,0.498,0.41499999,0.167,0.36000001,0.57800001
G102071_BF741606_KIAA0592,0.127,-0.81699997,-0.79400003,-0.55900002,-0.75800002,-0.233,0.602,0.14399999,-1.40799999,-0.72500002,-1.46000004,-0.66399997,0.106,-0.95999998,-0.484,0.12899999,-0.79500002,-0.222,0.18700001,0.103,-0.523,-0.222,-1.245,0.014,-0.50400001,-0.055,0.065,-2.08699989,-0.108,1.22899997,-0.92699999
G102072_BC000880_VPS29,-0.16500001,0.134,0.31600001,0.34599999,0.046,0.40099999,-0.066,0.061,0.44299999,-0.197,2.21199989,0.67900002,0.104,0.35100001,0.435,-0.163,0.43200001,-0.257,0.047,0.398,0.60799998,0.55699998,0.36500001,-0.132,0.113,0.398,-0.38,0.13,-0.42899999,-0.72299999,0.33399999
G102073_AC092644_0,-0.25799999,0.30199999,0.97600001,0.002,0.40400001,-0.18799999,-1.39999998,0.004,0.86199999,0.212,-1.25199997,1.25399995,0.079,-0.15000001,-0.27500001,-0.208,0.35100001,-0.23899999,-0.579,-0.62,0.048,-0.252,1.12800002,-0.22400001,0.82599998,-0.13,0.86500001,0.257,0.072,-0.18099999,-0.257
G102074_BQ723556_C9orf46,0.119,0.076,0.27000001,0.192,-0.49399999,-0.24600001,-0.242,0.13500001,0.26100001,0.184,-0.442,0.745,-0.28799999,-0.801,0.118,0.11,0.219,-0.182,-0.242,-0.26800001,-0.086,-0.061,0.068,0.024,0.073,0.061,-0.093,0.067,0.131,0.029,-0.03
G102075_CX786988_RAB17,1.66900003,1.59899998,0.19,0.36700001,0.491,0.54000002,0.292,0.34400001,1.45000005,1.59599996,0.75300002,0.69300002,0.72899997,1.68400002,0.61699998,2.3829999,-0.204,2.18600011,0.46200001,0.40099999,0.97100002,-0.145,-0.361,1.58099997,1.449,0.56599998,0.76099998,0.46700001,0.87400001,2.04999995,-0.19
G102076_BU075695_PRPF8,-0.32699999,0.33399999,-0.227,-0.057,-0.31,0.11,0.043,-0.40900001,-0.001,-0.056,0.41299999,0.08,-0.59799999,0.303,0.23800001,0.27900001,-0.648,0.206,-0.141,0.033,-0.049,-0.403,0.16500001,0.076,-0.22,0.219,-0.084,-0.21799999,-0.13,-0.061,-0.101
